abstract,assignees,crawled_date,date_filed,date_issued,inventors,location,patent_number,title,type,url
"A method and system to determine member profiles for off-line targeting is described. An example system comprises an access module to access a member profile in the on-line social network system, a category score module, a member segmentation module, and a communications module. The category score module may be configured to generate a definition score for the member profile based on phrases that are present in the member profile, generate a propensity score for the member profile based on behavior data of a member represented by the member profile, and combine the definition score and the propensity score to generate a subscriber score for the member profile. The member segmentation module may be configured to compare the subscriber score of the member profile to a threshold value. The communications module may be configured to selectively send a communication to the member based on a result of the comparing.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","October 1, 2015","Yan Liu, Shaobo Liu, Wenjing Zhang",https://patents.justia.com/company/linkedin?page=9,20150278836,METHOD AND SYSTEM TO DETERMINE MEMBER PROFILES FOR OFF-LINE TARGETING,Application,https://patents.justia.com/patent/20150278836
"A method for a computer system includes receiving a first user communication, determining a first group of users, determining a target number of users, determining whether the first group of users includes the target number of users, and if not, providing the communication to the first group of users, determining a hierarchal mapping of groups of users in response to user memberships, determining a second group of users from the hierarchal mapping, determining a plurality of social network relationship factors for the second group of users with respect to the first user, and providing the communication to at least a subset of users in the second group of users in response to the first plurality of social network relationship factors.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","September 29, 2015","Brian Lawler, Elliot Loh, Paul J. Martino, Mark Pincus",https://patents.justia.com/company/linkedin?page=9,9146968,Methods and apparatus for targeting communications using social network metrics,Grant,https://patents.justia.com/patent/9146968
"A method for a computer system includes receiving a first user communication, determining a first group of users, determining a target number of users, determining whether the first group of users includes the target number of users, and if not, providing the communication to the first group of users, determining a hierarchal mapping of groups of users in response to user memberships, determining a second group of users from the hierarchal mapping, determining a plurality of social network relationship factors for the second group of users with respect to the first user, and providing the communication to at least a subset of users in the second group of users in response to the first plurality of social network relationship factors.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","September 22, 2015","Brian Lawler, Elliot Loh, Paul J. Martino, Mark Pincus",https://patents.justia.com/company/linkedin?page=9,9141675,Methods and apparatus for targeting communications using social network metrics,Grant,https://patents.justia.com/patent/9141675
"The disclosed embodiments provide a reputation system. The reputation system includes a statistical model associated with a set of items and a set of dimensions of the items in the reputation system, wherein the statistical model is trained using a positive class and a negative class. The reputation system also includes a scoring apparatus that applies the statistical model to a set of features for each of the items to estimate a set of reputation scores for the items. Finally, the reputation system includes a ranking apparatus that enables use of the set of reputation scores in the reputation system.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","September 17, 2015","Mario S. Rodriguez, Viet Thuc Ha, Jessica V. Zuniga, Mathieu Bastian, Michael Conover",https://patents.justia.com/company/linkedin?page=9,20150262081,ESTIMATING REPUTATION SCORES IN REPUTATION SYSTEMS,Application,https://patents.justia.com/patent/20150262081
The disclosed embodiments provide a reputation system. The reputation system includes a ranking apparatus that obtains a set of reputation scores for one or more dimensions of a set of items in the reputation system and generates a ranking of the items based on the reputation scores and the one or more quantiles. The reputation system also includes a query-processing apparatus that obtains a query comprising the one or more dimensions and one or more quantiles associated with the one or more dimensions and provides the ranking in a response to the query.,LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","September 17, 2015","Mario S. Rodriguez, Viet Thuc Ha, Jessica V. Zuniga, Mathieu Bastian, Michael Conover",https://patents.justia.com/company/linkedin?page=9,20150261759,QUERYING OF REPUTATION SCORES IN REPUTATION SYSTEMS,Application,https://patents.justia.com/patent/20150261759
"The disclosed embodiments provide a method, system, and apparatus for facilitating use of a software library project. During operation, the system obtains a set of data associated with use of the software library project, wherein the data comprises a set of dependencies of calls and objects associated with the software library project. Next, the system applies a set of business rules to the data to assess one or more characteristics associated with the software library project. The system then enables use of the data and the one or more characteristics in assessing a health of the software library project.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","September 15, 2015","John W. Nicol, Baron L. Roberts, Jens O. Pillgram-Larsen, David P. McCutcheon",https://patents.justia.com/company/linkedin?page=9,9135591,Analysis and assessment of software library projects,Grant,https://patents.justia.com/patent/9135591
"Tools (systems, apparatuses, methodologies, computer program products, etc.) for pairing electronic devices including touchscreen-enabled electronic devices, and for facilitating communication between paired electronic devices.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","September 15, 2015","Bowei Gai, Matthew David Shoup, Yevgeniy Jim Brikman",https://patents.justia.com/company/linkedin?page=9,9137627,Systems and methods for mobile device pairing,Grant,https://patents.justia.com/patent/9137627
"The disclosed embodiments provide a reputation system. The reputation system includes a statistical model associated with a set of items and a set of dimensions of the items in the reputation system, wherein the statistical model is trained using a positive class and a negative class. The reputation system also includes a scoring apparatus that applies the statistical model to a set of features for each of the items to estimate a set of reputation scores for the items. Finally, the reputation system includes a ranking apparatus that enables use of the set of reputation scores in the reputation system.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","September 15, 2015","Mario S. Rodriguez, Viet Thuc Ha, Jessica V. Zuniga, Mathieu Bastian, Michael Conover",https://patents.justia.com/company/linkedin?page=9,9135573,Estimating reputation scores in reputation systems,Grant,https://patents.justia.com/patent/9135573
"Disclosed in some examples are methods, systems, and machine-readable mediums which provide a relevance engine for determining a relevance of an individual (either a non-member or another member) to another individual (either a non-member or another member). This relevance engine may use signals in the form of data that the social networking service may learn about the individuals to determine how relevant the individuals are to each other. Example applications may include ordering of connection invitations in a social networking service.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","September 15, 2015","Samir M. Shah, Mitul Tiwari, Roshan Rajesh Sumbaly, Curtis Wang",https://patents.justia.com/company/linkedin?page=9,9137323,Connection invitation ordering,Grant,https://patents.justia.com/patent/9137323
"A multi-tenancy storage node is provided. The storage node hosts partitions of multiple databases accessed by multiple applications. Each database is governed by a corresponding service-level agreement (SLA) or policy that specifies a maximum load or level of operation of the database in terms of one or more metrics (e.g., number or frequency of reads/writes, maximum size of reads/writes). To determine whether another database can be hosted by the node, a snapshot of the node's database operations is replayed on a test node, along with operations that exercise the other database. If maximum thresholds of the node for the metrics are not exceeded, the other database can be added to the storage node. An SLA is generated for it automatically, based on the metrics it exhibited during the operations on the test node. The storage node may enforce the SLA by rate-limiting activity of one or more applications.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","September 15, 2015","Jemiah C. Westerman, Robert M. Schulman, Krishna P. P. Naga, Aditya A. Auradkar",https://patents.justia.com/company/linkedin?page=9,9135259,Multi-tenancy storage node,Grant,https://patents.justia.com/patent/9135259
"The disclosed embodiments provide a system that facilitates access to content associated with a group. During operation, the system provides, to a first user in the group, a digest email comprising a set of links to the content. Next, the system increases a relevance of the digest email to the first user by selecting a subject header for the digest email based on usage patterns associated with at least one of the first user and one or more other users related to the first user.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","September 15, 2015","Xiaohui Wu, Ian M. McCarthy, Mark E. Pascual, Vinh V. To",https://patents.justia.com/company/linkedin?page=9,9137193,Increasing the relevance of digest emails to group members,Grant,https://patents.justia.com/patent/9137193
"A system, method, and apparatus are provided for supporting and/or executing count-distinct queries. A large set of data (e.g., tens or hundreds of millions of event records) is condensed daily to generate presence bitmaps to reflect the distinctiveness of a selected data dimension S (e.g., user ID) for one or more key dimensions g1, g2, . . . (e.g., advertisement ID, campaign ID, advertiser ID). The condensation process eliminates duplication and yields a single value (e.g., 1 or 0) for each tuple [S, g1, . . . ] to represent the distinctiveness of each value in the S dimension to each combination of values in the grouping dimensions. On a monthly basis, the daily values are condensed to yield a single value for the month, and a similar process is applied on any other desired time granularities (e.g., year). The condensed data may be generated for any combination of selected dimension(s) and grouping dimension(s).",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","September 8, 2015",Srinivas S. Vemuri,https://patents.justia.com/company/linkedin?page=9,9128971,Method and system for performing count-distinct queries in a large data set that stores presence bitmaps corresponding to different time periods,Grant,https://patents.justia.com/patent/9128971
"Example systems and methods of content sharing via social networking are presented. In one example, availability of a first user device to provide media content over a communication network is detected. A second user device is identified via an association of the first user device with the second user device that is specified in a social network. An acceptance by the second user device to receive the media content from the first user device is determined. In response to the acceptance, transmission of the media content provided by the first user device over the communication network to the second user device is initiated.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","September 8, 2015","Bill Nguyen, Vincent Mallet, Nicholas Woods, Jessica Cheng, Sandip Chokshi, Ganesh Ramanarayanan, Megan Streich",https://patents.justia.com/company/linkedin?page=9,9131028,Initiating content capture invitations based on location of interest,Grant,https://patents.justia.com/patent/9131028
"Tools (systems, apparatuses, methodologies, computer program products, etc.) for pairing electronic devices including touchscreen-enabled electronic devices, and for facilitating communication between paired electronic devices.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","September 8, 2015","Bowei Gai, Matthew David Shoup, Yevgeniy Jim Brikman",https://patents.justia.com/company/linkedin?page=9,9131333,Systems and methods for mobile device pairing,Grant,https://patents.justia.com/patent/9131333
"A system, method, and apparatus are provided for supporting and/or executing count-distinct queries. A large set of data (e.g., tens or hundreds of millions of event records) is condensed daily to generate presence bitmaps to reflect the distinctiveness of a selected data dimension S (e.g., user ID) for one or more key dimensions g1, g2, . . . (e.g., advertisement ID, campaign ID, advertiser ID). The condensation process eliminates duplication and yields a single value (e.g., 1 or 0) for each tuple [S, g1, . . . ] to represent the distinctiveness of each value in the S dimension to each combination of values in the grouping dimensions. On a monthly basis, the daily values are condensed to yield a single value for the month, and a similar process is applied on any other desired time granularities (e.g., year). The condensed data may be generated for any combination of selected dimension(s) and grouping dimension(s).",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","September 8, 2015",Srinivas S. Vemuri,https://patents.justia.com/company/linkedin?page=9,9128970,Method and system for configuring presence bitmaps identifying records with unique keys in a large data set,Grant,https://patents.justia.com/patent/9128970
"A method for a computer system includes receiving a first user communication, determining a first group of users, determining a target number of users, determining whether the first group of users includes the target number of users, and if not, providing the communication to the first group of users, determining a hierarchal mapping of groups of users in response to user memberships, determining a second group of users from the hierarchal mapping, determining a plurality of social network relationship factors for the second group of users with respect to the first user, and providing the communication to at least a subset of users in the second group of users in response to the first plurality of social network relationship factors.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","September 8, 2015","Brian Lawler, Elliot Loh, Paul J. Martino, Mark Pincus",https://patents.justia.com/company/linkedin?page=9,9128989,Methods and apparatus for targeting communications using social network metrics,Grant,https://patents.justia.com/patent/9128989
"A system, computer-readable storage medium, and computer-implemented method for creating a crowdsourced content publication. Layout information defining a layout of elements of a crowdsourced content publication is received. Contribution privilege information identifying a group of users of a social networking service as contributors to the crowdsourced content publication is received. The group of users may belong to a common organization as defined by a social graph maintained by the social networking service. Content criteria information specifying one or more criteria for selection of content included in the crowdsourced content publication is then received. The layout information, contribution privilege information, and content criteria information are then processed to generate a template for the crowdsourced content publication.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","September 1, 2015","Nipun Dave, Daniel C. Green, Albert Wang",https://patents.justia.com/company/linkedin?page=9,9124658,Crowdsourced content publication platform,Grant,https://patents.justia.com/patent/9124658
"Systems and methods for generating recommendations based on data derived from a social network are described. For example, a community in a social network service to which a plurality of member profiles belongs may be selected. A first prediction score for a first member profile and a second prediction score for a second member profile may be generated. Each of the first prediction scores may be based on a function of a first time period in which both a source member profile and the corresponding member profile belonged to the community. A selection is then made between the first member profile and the second member profile based on a comparison of the first prediction score and the second prediction score. A connection recommendation representing the selected member profile is then surfaced to an account of the source member profile.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","August 27, 2015",Samir M. Shsh,https://patents.justia.com/company/linkedin?page=9,20150242967,GENERATING MEMBER PROFILE RECOMMENDATIONS BASED ON COMMUNITY OVERLAP DATA IN A SOCIAL GRAPH,Application,https://patents.justia.com/patent/20150242967
"Methods and systems of dynamically updating content in e-mail messages are described. In some embodiments, an e-mail message is generated. The e-mail message comprises existing content viewable within an e-mail client and is configured to initiate a modification of the existing content within the e-mail message by the e-mail client subsequent to the e-mail message being downloaded by the e-mail client. The modification of the existing content is viewable within the e-mail client. The generated e-mail message is sent to an e-mail account from which a user can view the e-mail message within the e-mail client. In some embodiments, the e-mail message is further configured to cause the e-mail client to obtain new content from a remote server for use in the modification of the existing content within the e-mail message.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","August 27, 2015","Rahul Vohra, Martin Alexander Kleppmann, Lee Mallabone",https://patents.justia.com/company/linkedin?page=9,20150244655,DYNAMICALLY UPDATING CONTENT IN E-MAIL,Application,https://patents.justia.com/patent/20150244655
"In various example embodiments, a system and method for providing geographic-based event recommendation and event attendee networking are presented. A suggested event may be determined based on location information of a user. The user may be a member among members of a social network service. Event information corresponding to the suggested event may be provided to the user. A user attendance indication may be received from the user. The user attendance indication may indicate that the user may be attending the suggested event. Contact members, from among the members of the social network service, that are associated with the user through the social network service may be identified. An event notification may be communicated to the contact members. The event notification may include the user attendance indication.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","August 25, 2015","Siva Visakan Sooriyan, Asa Kusuma, Artur Kubalski, Vinoth Chandar, Hans van de Bruggen",https://patents.justia.com/company/linkedin?page=9,9118724,Geographic based event recommendation and event attendee networking,Grant,https://patents.justia.com/patent/9118724
"Disclosed in one example is a method for searching. In some examples, the method includes receiving an unstructured search query, parsing the unstructured search query into a plurality of structured search attributes using a search term attribute dictionary, performing a search of a structured database based upon the plurality of structured search attributes to identify a plurality of search results, populating a plurality of form fields of a search form with the plurality of structured search attributes, and displaying the search form in association with the search results.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","August 25, 2015","Heyning Cheng, Daniel Tunkelang",https://patents.justia.com/company/linkedin?page=9,9116948,Method and system for semantic search against a document collection,Grant,https://patents.justia.com/patent/9116948
"A daily connection facility is available to the user either through a webpage or by e-mail in the form of a synopsis of connection identifiers between the user and their contacts. The web-based version presents connection information in the form of an agenda view, an engage view, and a reminder view. Each view type is selectable by corresponding tab on the webpage. The daily connected e-mail presents an agenda of meetings and events by location, title, and time. The daily connected e-mail also presents interesting profile and connection information about the attendees such as their communications in blogs and postings, recent communications with user, including messages and meetings, as well as contact information and a list of other contacts in common.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","August 18, 2015",Sachin Rekhi,https://patents.justia.com/company/linkedin?page=9,9111318,Providing social context to calendar events,Grant,https://patents.justia.com/patent/9111318
"A method of providing one or more snapshots extracted from video footage includes displaying a first image in a first display area. The first image is associated with a first capture time. The method also includes displaying a first plurality of preview images in a second display area. The first plurality of preview images are associated with times prior to the first capture time. The method further includes displaying a second plurality of preview images in a third display area. The second plurality of preview images are associated with times subsequent to the first capture time. Moreover, the method includes selecting at least one of the first image, one of the first plurality of preview images, or one of the second plurality of preview images and saving the selected image to a memory.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","August 18, 2015","Jonathan Kaplan, David Ben-Yaakov, Jonathan Benjamin Korman, Philip C. Kim",https://patents.justia.com/company/linkedin?page=9,9113124,Method and system for still image capture from video footage,Grant,https://patents.justia.com/patent/9113124
"Recording a user's preference for content is disclosed. A first indication that a user has a first preference for the content is received. In response to receiving the first indication, the content is associated with the first preference. A second indication that the user has a second preference for the content is received. In response to receiving the second indication, the content is additionally associated with the second preference.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","August 18, 2015",R. Kevin Rose,https://patents.justia.com/company/linkedin?page=9,9110569,Indicating a content preference,Grant,https://patents.justia.com/patent/9110569
"An online social networking service maintains a profile of a member. The service also receives requirements from an employer for an employment position. The service compares the profile of the member to the requirements for the employment position. When the profile of the member matches or exceeds the requirements for the employment position, the service transmits a message to the employer containing the profile of the member. The service receives a response from the employer regarding the member and the employment position. When the employer exhibits an interest in the member for the employment position, the service transmits a message to the member informing the member of the employer's interest.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","August 13, 2015","Tomer Cohen, Vaibhav Goel",https://patents.justia.com/company/linkedin?page=9,20150227891,AUTOMATIC JOB APPLICATION ENGINE,Application,https://patents.justia.com/patent/20150227891
"A method and system to present an optimum action in response to a flow of actions in a computer network from a user are provided. For each of a plurality of possible presented actions corresponding to a particular flow of actions in a computer network, and for each of one or more possible performed actions for each possible presented action, a likelihood that a user will perform the possible performed action is determined. Then each of the determined likelihoods is weighted by applying a weight assigned to a corresponding possible presented action. An optimum presented action is identified determining a presented action having a weighted maximum determined likelihood, based on the weighted determined likelihood.",LinkedIn Corporation,"09/03/2019, 12:53:47","January 18, 2012","August 11, 2015","Samir M. Shah, Lili Wu, Manas Khadilkar",https://patents.justia.com/company/linkedin?page=9,9104983,Site flow optimization,Grant,https://patents.justia.com/patent/9104983
"A system and method for providing position information of a transit object to a computing device is provided. Global positioning satellite (GPS) information of a transit object can be periodically received. For each of some of the GPS information, one or more candidate points of a transit system can be identified based on the GPS information. Using the one or more candidate points, a most likely path of travel can be determined. Additional position points along the most likely path of travel can be extrapolated and transmitted to a computing device.","Uber Technologies, Inc.","09/03/2019, 12:53:47","May 16, 2017","January 15, 2019","Paul-Phillip Holden, Matthew Sweeney",https://patents.justia.com/assignee/uber-technologies-inc?page=6,10180330,Dynamically providing position information of a transit object to a computing device,Grant,https://patents.justia.com/patent/10180330
"Various examples are directed to a rotary coupler and methods of use thereof. The rotary data coupler may comprise a transmitter and receiver. The transmitter may comprise a first band and a second transmitter band. The receiver may comprise a receiver housing positioned to rotate relative to the first transmitter band and the second transmitter band. A first receiver band may be positioned opposite the first transmitter band to form a first capacitor and a second receiver band may be positioned opposite the second transmitter band to form a second capacitor. The receiver may also comprise a resistance electrically coupled between the first receiver band and the second receiver band and a differential amplifier. The differential amplifier may comprise an inverting input and a non-inverting input, with the non-inverting input electrically coupled to the first receiver band and the inverting input electrically coupled to the second receiver band.","Uber Technologies, Inc.","09/03/2019, 12:53:47","May 16, 2017","January 8, 2019","Brian Thomas Kirby, Scott K. Boehmke, Yoonki Peter Park, James A. Gasbarro",https://patents.justia.com/assignee/uber-technologies-inc?page=6,10177820,Rotary data coupler,Grant,https://patents.justia.com/patent/10177820
"A localization server improves position estimates of global navigation satellite systems (GNSS) using probabilistic shadow matching and pseudorange matching is disclosed herein. The localization server may utilize one or more of the following information: the locations of the satellites, the GNSS receiver's location estimate and associated estimated uncertainty, the reported pseudoranges of the satellites, the GNSS estimated clock bias, the SNRs of the satellites, and 3D environment information regarding the location of the receiver. The localization server utilizes a Bayesian framework to calculate an improved location estimate using the GNSS location fixes, pseudorange information, and satellite SNRs thereby improving localization and tracking for a user device.","Uber Technologies, Inc.","09/03/2019, 12:53:47","May 16, 2017","January 8, 2019","Upamanyu Madhow, Andrew Irish",https://patents.justia.com/assignee/uber-technologies-inc?page=6,10175363,"Localization and tracking using location, signal strength, and pseudorange data",Grant,https://patents.justia.com/patent/10175363
"Systems and methods for cleaning one or more sensors on an autonomous vehicle according to a sensor cleaning system are provided. A method can include obtaining, by a computing system comprising one or more computing devices, data indicative of a sensor condition for the autonomous vehicle. The method can further include determining, by the computing system, a sensor cleaning sequence for one or more sensor cleaning units of the autonomous vehicle based at least in part on the data indicative of the sensor condition. The one or more sensor cleaning units can be configured to respectively clean one or more sensors of the autonomous vehicle. The method can further include controlling, by the computing system, the one or more sensor cleaning units to sequentially clean the one or more sensors based at least in part on the sensor cleaning sequence.","Uber Technologies, Inc.","09/03/2019, 12:53:47","May 16, 2017","January 8, 2019","Wesly Mason Rice, Nikolaus Wittenstein",https://patents.justia.com/assignee/uber-technologies-inc?page=6,10173646,Sequential sensor cleaning system for autonomous vehicle,Grant,https://patents.justia.com/patent/10173646
"A navigation apparatus and method which uses personal contact-based route guidance. A route guidance generator receives information about personal contacts including a location, a description and a rating value for route guidance and generates route guidance suitable for navigation applications. The personal contacts based guidance can be combined with normal street and maneuver based guidance.","Uber Technologies, Inc.","09/03/2019, 12:53:47","May 16, 2017","January 1, 2019",Esther Abramovich Ettinger,https://patents.justia.com/assignee/uber-technologies-inc?page=6,10168162,Navigation apparatus and mapping system using personal contacts,Grant,https://patents.justia.com/patent/10168162
"A network system can manage a network service for a given region by receiving requests from user devices of users and matching the requesting users with available providers. In response to receiving a request from a user device, the network system can identify a set of candidate providers available to service the request. The set of candidate providers can be identified based, at least in part, on acceptance metrics indicative of the providers' historical record in responding to specified messages from the network system. The network system can transmit a set of messages relating to the request to computing devices of the set of candidate providers and subsequently select one of the providers to service the request. The network system can transmit the set of messages in accordance with a transmission schedule determined for the first set of messages.","Uber Technologies, Inc.","09/03/2019, 12:53:47","May 16, 2017","January 1, 2019","Kevin Brinig, Kartik Murthy",https://patents.justia.com/assignee/uber-technologies-inc?page=6,10171569,Transmission of data to multiple computing devices according to a transmission schedule,Grant,https://patents.justia.com/patent/10171569
"The present disclosure provides systems and methods that enable an autonomous vehicle motion planning system to learn to generate motion plans that mimic human driving behavior. In particular, the present disclosure provides a framework that enables automatic tuning of cost function gains included in one or more cost functions employed by the autonomous vehicle motion planning system.","Uber Technologies, Inc.","09/03/2019, 12:53:47","May 16, 2017","January 1, 2019","Moslem Kazemi, Jacob Panikulam, Chenggang Liu, Andy Lee, David McAllister Bradley, Charles R. Hogg, III",https://patents.justia.com/assignee/uber-technologies-inc?page=6,10168705,Automatic tuning of autonomous vehicle cost functions based on human driving data,Grant,https://patents.justia.com/patent/10168705
"A control system of a self-driving vehicle (SDV) can dynamically determine a set of autonomous driving actions to be performed by the SDV, and generate a set of intention outputs using a light output system of the SDV based on the set of autonomous driving actions, where the set of intention outputs indicating the set of autonomous driving actions prior to the SDV executing the set of autonomous driving actions. The control system can then execute the set of autonomous driving actions using acceleration, braking, and steering systems of the SDV. While executing the set of autonomous driving actions, the control system can generate a corresponding set of reactive outputs using the light output system to indicate the set of autonomous driving actions being executed, where the corresponding set of reactive outputs replacing the set of intention outputs.","Uber Technologies, Inc.","09/03/2019, 12:53:47","May 16, 2017","December 25, 2018","Matthew Sweeney, Thomas Pilarski, William Payne Ross, Chenggang Liu",https://patents.justia.com/assignee/uber-technologies-inc?page=6,10160378,Light output system for a self-driving vehicle,Grant,https://patents.justia.com/patent/10160378
"A transport arrangement system operates to receive a transport request from a user, and to make a selection of a vehicle type for the user based at least in part on a set of criteria associated with the transport request or user information. For example, the determination of whether an autonomous vehicle is to be provided can be based at least in part on the destination specified with the transport request.","Uber Technologies, Inc.","09/03/2019, 12:53:47","May 16, 2017","December 25, 2018","William Ross, John Bares, David LaRose, Matthew Sweeney",https://patents.justia.com/assignee/uber-technologies-inc?page=6,10163139,Selecting vehicle type for providing transport,Grant,https://patents.justia.com/patent/10163139
"The present disclosure provides systems and methods that enable human supervision of a highly capable automated driving system. In particular, the systems and methods of the present disclosure enable a human (e.g., a passenger, driver/operator, or remote supervisor of an autonomous vehicle) to easily and quickly transition control of the autonomous vehicle from a primary motion plan that controls the vehicle towards a primary destination to a secondary motion plan that controls the vehicle to a safe state. As such, the systems and methods of the present disclosure enable advanced human supervision of autonomous vehicle behavior in which a human can cause an autonomous vehicle to operate in a risk-reduced manner or otherwise maneuver to a safe state, without requiring the human to actually assume manual control of the vehicle.","Uber Technologies, Inc.","09/03/2019, 12:53:47","May 16, 2017","December 18, 2018",Noah Zych,https://patents.justia.com/assignee/uber-technologies-inc?page=6,10156849,Human supervision of an automated driving system,Grant,https://patents.justia.com/patent/10156849
"Systems and methods for determining object motion and controlling autonomous vehicles are provided. In one example embodiment, a computing system can be configured to perform operations. The operations can include obtaining data indicative of state(s) of a first object and a second object within a surrounding environment of an autonomous vehicle. The operations can include determining a first predicted motion trajectory of the first object based at least in part on the state data. The operations can include determining a second predicted motion trajectory of the second object based at least in part on the state data and the first predicted motion trajectory of the first object. The operations can include determining a motion plan for the autonomous vehicle based at least in part on the second predicted motion trajectory of the second object and initiating a motion control in accordance with at least a portion of the motion plan.","Uber Technologies, Inc.","09/03/2019, 12:53:47","May 16, 2017","December 18, 2018","Alexander Rashid Ansari, Alexander David Styler",https://patents.justia.com/assignee/uber-technologies-inc?page=6,10156850,Object motion prediction and vehicle control systems and methods for autonomous vehicles,Grant,https://patents.justia.com/patent/10156850
"A service configuration system for an application service receives network data from a plurality of user devices, where each of the plurality of user devices runs a designated application specific to a service entity providing the application service. The service configuration system can determine, from the network data, that a network latency for a subset of the plurality of user device crosses a latency range bound by an upper and a lower latency threshold. The service configuration system may then generate and transmit a configuration signal to configure properties of the application service and/or the designated application running on the subset of user devices to compensate for the network latency.","Uber Technologies, Inc.","09/03/2019, 12:53:47","May 16, 2017","December 18, 2018",Nicholas Cobb,https://patents.justia.com/assignee/uber-technologies-inc?page=6,10158528,Application service configuration system,Grant,https://patents.justia.com/patent/10158528
Nozzles and systems for cleaning sensors of a vehicle using a pressurized fluid are provided. A nozzle can include an inlet configured to receive a high pressure fluid. The nozzle can further include an oscillator coupled with the inlet. The oscillator can be configured to receive the high pressure fluid from the inlet and generate an oscillating fluid. The nozzle can further include an outlet coupled with the oscillator. The outlet can be configured to receive the oscillating fluid and provide the oscillating fluid to a surface to delaminate debris from the surface. The inlet can provide an unimpeded path of fluid flow to the oscillator.,"Uber Technologies, Inc.","09/03/2019, 12:53:47","May 16, 2017","December 4, 2018",Wesly Mason Rice,https://patents.justia.com/assignee/uber-technologies-inc?page=6,10144394,Nozzles and systems for cleaning vehicle sensors,Grant,https://patents.justia.com/patent/10144394
"A network system coordinates users who provide geographical location-based services to users. Users can provide textual feedback regarding the services provided by other users. To create a safe user experience and encourage users to continue using the services, the network system determines safety risks of the users by analyzing the textual feedback from users along with metadata associated with the textual feedback. For example, the network system determines a safety score for a user based on classifying textual feedback according to different types of safety risk related to topics such as vehicle operation or interpersonal behavior. The network system can train classifiers using feature vectors derived from textual feedback previously received from users of the network system, which may be labeled in a supervised training process. The network system may provide interventions to high-risk users to help mitigate their safety risk and prevent safety incidents from occurring.","Uber Technologies, Inc.","09/03/2019, 12:53:47","May 16, 2017","December 4, 2018","Li Chen, Yi-Chia Wang, Qi Dong",https://patents.justia.com/assignee/uber-technologies-inc?page=6,10146769,Determining safety risk using natural language processing,Grant,https://patents.justia.com/patent/10146769
"A secure start system for an autonomous vehicle (AV) can transmit credentials to an authentication system based on detecting startup of the autonomous vehicle. When the credentials are authenticated the system can receive a tunnel key from the authentication system, and establish, using the tunnel key, a private communications session with a backend vault of the authentication system. The system may then retrieve a verification key and an autonomous key from the backend vault, and verify, using the verification key, that the file system was cryptographically signed by the authentication system, and decrypt the file system using the autonomous key to enable the autonomous mode.","Uber Technologies, Inc.","09/03/2019, 12:53:47","May 16, 2017","November 27, 2018","Christopher Valasek, Charles Miller",https://patents.justia.com/assignee/uber-technologies-inc?page=6,10140468,Secure start system for an autonomous vehicle,Grant,https://patents.justia.com/patent/10140468
"A network system customizes communications and communication channels for delivery to candidate providers registering with the network system. Candidate providers progress through steps of a network registration process by providing input data at the various steps. The network system provides communications to request the input data and facilitate the candidate providers' progress. The network system can use a machine learning model to predict particular types of communications and communication channels (e.g., online messages, phone calls, physical mail, etc.) that are likely to be well-received by candidate providers. Thus, the network system is able to increase the expected number of candidate providers that successfully register to provide services to other users of the network system.","Uber Technologies, Inc.","09/03/2019, 12:53:47","May 16, 2017","November 27, 2018",Guangqiang Zhang,https://patents.justia.com/assignee/uber-technologies-inc?page=6,10142222,Customized communications for network systems,Grant,https://patents.justia.com/patent/10142222
"An autonomous vehicle is operable to follow a primary trajectory that forms a portion of a route. While controlling the autonomous vehicle, the autonomous vehicle calculates a failsafe trajectory to follow as a response to a predetermined type of event.","Uber Technologies, Inc.","09/03/2019, 12:53:47","May 16, 2017","November 27, 2018","Justin Ho, Noah Zych",https://patents.justia.com/assignee/uber-technologies-inc?page=6,10139828,Autonomous vehicle operated with safety augmentation,Grant,https://patents.justia.com/patent/10139828
